gene_id	kegg_pathway_id	kegg_pathway_name
OsMH63_01G006610	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G006620	osa03040	Spliceosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G006650	osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G006650	osa00030	Pentose phosphate pathway - Oryza sativa japonica (Japanese rice)
OsMH63_01G006650	osa00051	Fructose and mannose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G006650	osa00052	Galactose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G006650	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G006650	osa00565	Ether lipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G006650	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G006650	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G006650	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G006650	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_01G006650	osa03018	RNA degradation - Oryza sativa japonica (Japanese rice)
OsMH63_01G006650	osa04144	Endocytosis - Oryza sativa japonica (Japanese rice)
OsMH63_01G006680	osa00940	Phenylpropanoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G006680	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G006680	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G006730	osa00270	Cysteine and methionine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G006730	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G006730	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G006830	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_01G006840	osa00541	Biosynthesis of various nucleotide sugars - Oryza sativa japonica (Japanese rice)
OsMH63_01G006850	osa00330	Arginine and proline metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G006850	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G006970	osa00230	Purine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G006970	osa00240	Pyrimidine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G006970	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G006970	osa00740	Riboflavin metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G006970	osa00760	Nicotinate and nicotinamide metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G006970	osa00770	Pantothenate and CoA biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G006970	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G006970	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G006970	osa01232	Nucleotide metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G006980	osa00905	Brassinosteroid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G006980	osa00908	Zeatin biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G006980	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G006980	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G006990	osa03040	Spliceosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G007020	osa00908	Zeatin biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G007020	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G007120	osa00230	Purine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G007120	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G007120	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G007120	osa02010	ABC transporters - Oryza sativa japonica (Japanese rice)
OsMH63_01G007130	osa04136	Autophagy - other - Oryza sativa japonica (Japanese rice)
OsMH63_01G007150	osa00270	Cysteine and methionine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G007150	osa00380	Tryptophan metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G007150	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G007180	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_01G007190	osa03013	Nucleocytoplasmic transport - Oryza sativa japonica (Japanese rice)
OsMH63_01G007240	osa04130	SNARE interactions in vesicular transport - Oryza sativa japonica (Japanese rice)
OsMH63_01G007380	osa03430	Mismatch repair - Oryza sativa japonica (Japanese rice)
OsMH63_01G007450	osa03030	DNA replication - Oryza sativa japonica (Japanese rice)
OsMH63_01G007450	osa03410	Base excision repair - Oryza sativa japonica (Japanese rice)
OsMH63_01G007450	osa03420	Nucleotide excision repair - Oryza sativa japonica (Japanese rice)
OsMH63_01G007450	osa03430	Mismatch repair - Oryza sativa japonica (Japanese rice)
OsMH63_01G007450	osa03440	Homologous recombination - Oryza sativa japonica (Japanese rice)
OsMH63_01G007550	osa04712	Circadian rhythm - plant - Oryza sativa japonica (Japanese rice)
OsMH63_01G007570	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G007580	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_01G007590	osa00071	Fatty acid degradation - Oryza sativa japonica (Japanese rice)
OsMH63_01G007600	osa00940	Phenylpropanoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G007600	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G007600	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G007620	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G007630	osa00564	Glycerophospholipid metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G007630	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G007670	osa03020	RNA polymerase - Oryza sativa japonica (Japanese rice)
OsMH63_01G007750	osa00620	Pyruvate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G007750	osa00710	Carbon fixation by Calvin cycle - Oryza sativa japonica (Japanese rice)
OsMH63_01G007750	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G007750	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G007770	osa00510	N-Glycan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G007770	osa00513	Various types of N-glycan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G007770	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G007790	osa04519	Cadherin signaling - Oryza sativa japonica (Japanese rice)
OsMH63_01G007810	osa03018	RNA degradation - Oryza sativa japonica (Japanese rice)
OsMH63_01G007820	osa00904	Diterpenoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G007820	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G007860	osa00970	Aminoacyl-tRNA biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G007860	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G007930	osa00100	Steroid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G007930	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G007930	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G007940	osa00100	Steroid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G007940	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G007940	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G007950	osa00100	Steroid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G007950	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G007950	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G008100	osa00908	Zeatin biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G008100	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G008380	osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G008380	osa00030	Pentose phosphate pathway - Oryza sativa japonica (Japanese rice)
OsMH63_01G008380	osa00051	Fructose and mannose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G008380	osa00052	Galactose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G008380	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G008380	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G008380	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G008380	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_01G008380	osa03018	RNA degradation - Oryza sativa japonica (Japanese rice)
OsMH63_01G008380	osa04712	Circadian rhythm - plant - Oryza sativa japonica (Japanese rice)
OsMH63_01G008460	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G008460	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G008470	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G008470	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G008490	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G008510	osa00270	Cysteine and methionine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G008510	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G008510	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G008660	osa00190	Oxidative phosphorylation - Oryza sativa japonica (Japanese rice)
OsMH63_01G008660	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G008660	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G008660	osa04145	Phagosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G008760	osa00905	Brassinosteroid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G008760	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G008760	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G008760	osa03040	Spliceosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G008770	osa00908	Zeatin biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G008770	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G008840	osa00380	Tryptophan metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G008840	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G008840	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_01G008900	osa00770	Pantothenate and CoA biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G008900	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G008900	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G008900	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_01G009010	osa00860	Porphyrin metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G009010	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G009010	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G009020	osa00230	Purine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G009020	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G009020	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G009030	osa04136	Autophagy - other - Oryza sativa japonica (Japanese rice)
OsMH63_01G009030	osa04142	Lysosome biogenesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G009030	osa04144	Endocytosis - Oryza sativa japonica (Japanese rice)
OsMH63_01G009030	osa04145	Phagosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G009030	osa04148	Efferocytosis - Oryza sativa japonica (Japanese rice)
OsMH63_01G009060	osa03013	Nucleocytoplasmic transport - Oryza sativa japonica (Japanese rice)
OsMH63_01G009090	osa04146	Peroxisome - Oryza sativa japonica (Japanese rice)
OsMH63_01G009180	osa04145	Phagosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G009180	osa04148	Efferocytosis - Oryza sativa japonica (Japanese rice)
OsMH63_01G009180	osa04517	IgSF CAM signaling - Oryza sativa japonica (Japanese rice)
OsMH63_01G009180	osa04518	Integrin signaling - Oryza sativa japonica (Japanese rice)
OsMH63_01G009180	osa04519	Cadherin signaling - Oryza sativa japonica (Japanese rice)
OsMH63_01G009180	osa04620	Toll-like receptor signaling pathway - Oryza sativa japonica (Japanese rice)
OsMH63_01G009180	osa05100	Bacterial invasion of epithelial cells - Oryza sativa japonica (Japanese rice)
OsMH63_01G009250	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_01G009300	osa03010	Ribosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G009340	osa04712	Circadian rhythm - plant - Oryza sativa japonica (Japanese rice)
OsMH63_01G009380	osa04120	Ubiquitin mediated proteolysis - Oryza sativa japonica (Japanese rice)
OsMH63_01G009400	osa00340	Histidine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G009400	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G009400	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G009400	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_01G009460	osa03030	DNA replication - Oryza sativa japonica (Japanese rice)
OsMH63_01G009460	osa03410	Base excision repair - Oryza sativa japonica (Japanese rice)
OsMH63_01G009460	osa03420	Nucleotide excision repair - Oryza sativa japonica (Japanese rice)
OsMH63_01G009460	osa03430	Mismatch repair - Oryza sativa japonica (Japanese rice)
OsMH63_01G009460	osa03440	Homologous recombination - Oryza sativa japonica (Japanese rice)
OsMH63_01G009470	osa04120	Ubiquitin mediated proteolysis - Oryza sativa japonica (Japanese rice)
OsMH63_01G009520	osa04130	SNARE interactions in vesicular transport - Oryza sativa japonica (Japanese rice)
OsMH63_01G009520	osa04145	Phagosome - Oryza sativa japonica (Japanese rice)
OsMH63_01G009550	osa04120	Ubiquitin mediated proteolysis - Oryza sativa japonica (Japanese rice)
OsMH63_01G009580	osa00071	Fatty acid degradation - Oryza sativa japonica (Japanese rice)
OsMH63_01G009580	osa04075	Plant hormone signal transduction - Oryza sativa japonica (Japanese rice)
OsMH63_01G009610	osa00940	Phenylpropanoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G009610	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G009610	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G009670	osa00270	Cysteine and methionine metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G009670	osa00670	One carbon pool by folate - Oryza sativa japonica (Japanese rice)
OsMH63_01G009670	osa00999	Biosynthesis of various plant secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G009670	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G009670	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G009670	osa01230	Biosynthesis of amino acids - Oryza sativa japonica (Japanese rice)
OsMH63_01G009670	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_01G009710	osa00500	Starch and sucrose metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G009710	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G009710	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G009750	osa00510	N-Glycan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G009750	osa00513	Various types of N-glycan biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G009750	osa00620	Pyruvate metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G009750	osa00710	Carbon fixation by Calvin cycle - Oryza sativa japonica (Japanese rice)
OsMH63_01G009750	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G009750	osa01200	Carbon metabolism - Oryza sativa japonica (Japanese rice)
OsMH63_01G009770	osa04519	Cadherin signaling - Oryza sativa japonica (Japanese rice)
OsMH63_01G009790	osa00790	Folate biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G009790	osa01240	Biosynthesis of cofactors - Oryza sativa japonica (Japanese rice)
OsMH63_01G009800	osa03018	RNA degradation - Oryza sativa japonica (Japanese rice)
OsMH63_01G009840	osa00904	Diterpenoid biosynthesis - Oryza sativa japonica (Japanese rice)
OsMH63_01G009840	osa01110	Biosynthesis of secondary metabolites - Oryza sativa japonica (Japanese rice)
OsMH63_01G009930	osa01100	Metabolic pathways - Oryza sativa japonica (Japanese rice)
OsMH63_01G010300	osa03083	Polycomb repressive complex - Oryza sativa japonica (Japanese rice)
OsMH63_01G010300	osa03250	Viral life cycle - HIV-1 - Oryza sativa japonica (Japanese rice)
OsMH63_01G010300	osa04519	Cadherin signaling - Oryza sativa japonica (Japanese rice)
OsMH63_01G010450	osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice)
