gene_id	DS_osbzip23_rep1	DS_osbzip23_rep2	DS_WT_rep1	DS_WT_rep2	N_WT_rep1	N_WT_rep2	RE_WT_rep1	RE_WT_rep2
OsMH_01G0346000	38	46	207	195	928	877	1188	1279
OsMH_01G0346100	1	5	158	152	284	232	203	172
OsMH_01G0346200	74	75	1150	1167	1814	1520	1554	1711
OsMH_01G0346400	63	65	0	0	9	17	11	16
OsMH_01G0348000	5	10	10	7	151	141	221	212
OsMH_01G0347600	549	681	317	347	233	232	237	290
OsMH_01G0348100	678	1101	0	0	0	0	0	0
OsMH_01G0348300	1534	1791	2	0	45	27	38	51
OsMH_01G0348400	348	455	3969	4178	6453	5977	5793	5560
OsMH_01G0348600	1417	2154	2401	2506	1943	1850	1290	1368
OsMH_01G0348800	0	0	1491	1678	1457	1569	1583	1799
OsMH_01G0348900	2295	2592	225	233	203	162	91	87
OsMH_01G0348700	19	10	0	0	0	0	1	1
OsMH_01G0349100	922	1252	0	0	0	0	0	0
OsMH_01G0364700	4	8	2	2	6	12	12	7
OsMH_01G0364900	366	431	178	128	126	83	115	118
OsMH_01G0365000	94	60	9798	9692	3012	2651	1209	1213
OsMH_01G0365200	11	15	1017	1005	757	895	827	888
OsMH_01G0365300	296	248	71	71	155	127	170	138
OsMH_01G0365400	28	15	1701	1611	733	831	356	332
OsMH_01G0365500	732	906	9	18	56	86	7	19
OsMH_01G0349300	34758	36235	3	2	2	1	0	0
OsMH_01G0349400	0	0	4772	4821	577	540	372	316
OsMH_01G0349600	0	0	11	12	20	26	12	22
OsMH_01G0349700	0	0	0	0	0	0	0	0
OsMH_01G0349800	0	0	3790	4521	12385	10364	12583	13595
OsMH_01G0349900	0	0	3829	3777	3756	3439	3293	3238
OsMH_01G0350100	0	0	6345	6104	7643	6784	5173	5384
OsMH_01G0350200	0	1	0	0	0	0	0	0
OsMH_01G0350600	0	0	0	0	0	0	0	0
OsMH_01G0350700	0	5	2065	2060	1357	1186	1023	1129
OsMH_01G0350900	0	0	1030	1074	1548	1279	1059	1195
OsMH_01G0351000	28	0	284	274	208	254	192	239
OsMH_01G0351100	0	0	10	18	47	52	40	44
OsMH_01G0351200	19	0	0	0	0	0	0	0
OsMH_01G0351300	359	740	0	0	0	0	0	0
OsMH_01G0351500	602	736	0	0	0	0	0	0
OsMH_01G0351600	0	6	0	16	0	0	0	0
OsMH_01G0351700	0	0	0	0	0	0	0	0
OsMH_01G0352000	0	14	4992	4935	4999	4438	3566	3666
OsMH_01G0352200	0	0	1653	1924	296	202	375	362
OsMH_01G0352300	0	0	16	5	4	9	8	18
OsMH_01G0352400	55	122	12	15	15	31	52	34
OsMH_01G0352700	0	4	1568	1590	1134	934	870	900
OsMH_01G0352800	0	0	95	109	158	164	141	106
OsMH_01G0352900	0	0	953	1022	1702	1594	1189	1269
OsMH_01G0353000	0	0	913	921	858	776	793	790
OsMH_01G0353100	0	0	2844	2846	1723	1532	1085	1141
OsMH_01G0353400	0	7	1168	1272	4279	3654	4723	4674
OsMH_01G0353600	0	0	71	97	98	123	141	115
OsMH_01G0353700	0	0	15	13	9	7	7	6
OsMH_01G0353800	8	19	1673	1418	1026	932	756	784
OsMH_01G0353900	0	4	292	282	168	139	111	153
OsMH_01G0354000	0	3	2586	2416	2005	1727	1635	1723
OsMH_01G0354100	0	0	0	228	0	0	0	0
OsMH_01G0354200	0	0	186	0	108	90	36	73
OsMH_01G0354300	0	0	0	0	0	0	0	0
OsMH_01G0354400	0	0	616	715	987	930	789	1079
OsMH_01G0354500	0	0	2948	2911	5080	4435	5361	5172
OsMH_01G0354900	0	0	5	2	12	15	18	9
OsMH_01G0355100	0	0	1073	1054	733	712	494	575
OsMH_01G0355500	0	0	1331	1483	229	207	195	148
OsMH_01G0355600	0	0	47	45	0	5	3	14
OsMH_01G0355700	0	0	24	27	14	19	4	12
OsMH_01G0356000	0	0	142	142	137	121	43	66
OsMH_01G0356200	0	4	501	589	308	240	203	184
OsMH_01G0356300	0	0	0	0	0	0	0	0
OsMH_01G0356600	0	0	0	0	0	0	0	0
OsMH_01G0356800	0	0	7	16	12	8	7	2
OsMH_01G0357000	0	0	184	197	0	0	0	0
OsMH_01G0357100	4	26	12	16	18	1	24	18
OsMH_01G0357300	571	243	42	31	12	9	8	7
OsMH_01G0357400	2898	3252	153	194	663	560	781	767
OsMH_01G0357500	0	2	259	370	373	346	222	212
OsMH_01G0357600	0	2	377	549	266	190	136	172
OsMH_01G0357800	0	0	4	8	14	0	1	0
OsMH_01G0358000	0	0	0	0	0	0	0	0
OsMH_01G0358300	849	1141	0	0	0	0	0	0
OsMH_01G0358400	0	0	0	0	0	0	0	0
OsMH_01G0358900	1015	1872	0	0	0	0	0	0
OsMH_01G0359000	458	676	0	0	0	0	0	0
OsMH_01G0359100	418	497	0	0	0	0	0	0
OsMH_01G0359200	0	0	0	0	0	0	0	0
OsMH_01G0359300	1850	1954	0	0	0	0	0	0
OsMH_01G0359600	0	0	0	0	0	0	0	0
OsMH_01G0359800	0	0	0	0	0	0	0	0
OsMH_01G0360100	0	2	0	0	0	0	0	0
OsMH_01G0360200	0	0	0	0	15	7	9	5
OsMH_01G0360300	0	0	0	0	0	0	0	0
OsMH_01G0360400	0	0	0	0	0	0	0	0
OsMH_01G0360500	0	0	0	0	0	0	0	0
OsMH_01G0360800	0	9	135	155	113	115	57	57
OsMH_01G0360900	0	2	0	0	0	0	0	0
OsMH_01G0361000	0	0	0	0	0	0	0	0
OsMH_01G0361100	0	0	6366	6102	4258	4064	2974	3102
OsMH_01G0361200	0	0	0	0	0	0	0	0
OsMH_01G0361300	0	0	0	0	0	0	0	0
OsMH_01G0361400	0	12	0	0	0	0	0	0
OsMH_01G0361500	0	0	0	0	0	0	0	0
OsMH_01G0361600	0	0	0	0	0	0	0	0
OsMH_01G0361700	0	0	0	0	0	0	0	0
OsMH_01G0361800	0	0	0	0	0	0	0	0
OsMH_01G0361900	0	0	0	0	0	0	0	0
OsMH_01G0362000	0	0	0	0	0	0	0	0
OsMH_01G0362100	0	0	0	0	0	0	0	0
OsMH_01G0362200	0	0	0	0	0	0	0	0
OsMH_01G0362300	31	0	0	0	0	0	0	0
OsMH_01G0362400	0	0	0	0	0	0	0	0
OsMH_01G0362500	0	0	0	0	0	0	0	0
OsMH_01G0362600	0	0	0	0	0	0	2	0
OsMH_01G0362700	0	0	0	0	0	0	0	0
OsMH_01G0362800	0	0	0	0	0	0	0	0
OsMH_01G0362900	0	0	0	0	0	0	0	0
OsMH_01G0363000	0	0	0	0	0	0	0	0
OsMH_01G0363100	0	0	368	419	424	369	334	369
OsMH_01G0363200	0	0	0	0	0	0	0	0
OsMH_01G0363300	0	0	17	13	6	0	2	0
OsMH_01G0363400	0	0	0	0	0	0	0	0
OsMH_01G0363500	0	0	0	0	0	0	0	0
OsMH_01G0363600	14	13	0	0	0	0	0	0
OsMH_01G0349200	217	233	0	0	5	0	0	0
OsMH_01G0349500	15	36	0	0	3	4	0	2
OsMH_01G0350000	20	62	0	0	0	0	0	0
OsMH_01G0350300	379	459	0	0	0	2	0	0
OsMH_01G0350400	115	36	0	0	0	0	0	0
OsMH_01G0350500	1	1	0	4	55	40	29	16
OsMH_01G0350800	6	4	0	0	0	0	0	0
OsMH_01G0351400	51	134	0	0	0	0	0	0
OsMH_01G0351800	2	1	0	0	0	0	0	0
OsMH_01G0351900	104	273	0	0	0	0	0	0
OsMH_01G0352100	5	3	0	0	0	0	0	0
OsMH_01G0352500	6	43	39	33	66	64	36	45
OsMH_01G0352600	8	50	0	0	0	0	0	0
OsMH_01G0353200	6	0	2788	2674	2297	2441	1716	1935
OsMH_01G0353300	1	9	0	0	0	0	0	0
OsMH_01G0353500	3	4	1328	1342	1156	988	922	936
OsMH_01G0354600	3	0	1613	1714	2366	2180	1523	1650
OsMH_01G0354700	88	102	0	0	0	0	0	0
OsMH_01G0354800	285	345	88	101	46	44	48	62
OsMH_01G0355000	3	6	13	15	213	181	448	505
OsMH_01G0355200	14	18	0	0	0	0	10	4
OsMH_01G0355300	4	0	0	0	1	0	11	8
OsMH_01G0355400	2	0	0	0	0	0	0	0
OsMH_01G0355800	14	10	0	0	0	0	0	0
OsMH_01G0355900	2154	2260	44	65	107	87	11	10
OsMH_01G0356100	6	18	0	0	0	0	0	0
OsMH_01G0356400	787	598	0	0	0	0	0	0
OsMH_01G0356500	14	17	14	9	11	13	11	9
OsMH_01G0356700	20	12	0	0	0	0	0	0
OsMH_01G0356900	38	46	0	0	0	0	0	0
OsMH_01G0357200	21	22	663	629	3310	3126	3073	3477
OsMH_01G0357700	10	5	0	0	0	0	0	0
OsMH_01G0357900	2	0	2158	2210	1082	962	631	643
OsMH_01G0358100	4	2	0	0	0	2	0	0
OsMH_01G0358200	3688	3786	0	0	0	0	0	0
OsMH_01G0358500	1270	1225	0	79	276	260	172	130
OsMH_01G0358600	3537	5091	207	161	465	423	280	295
OsMH_01G0358700	295	411	0	2	0	2	0	0
OsMH_01G0358800	4	0	0	0	0	0	0	0
OsMH_01G0359400	3023	3041	0	1	0	0	0	4
OsMH_01G0359500	3373	2746	0	0	0	0	0	0
OsMH_01G0359700	1244	1219	0	0	0	0	0	0
OsMH_01G0359900	461	542	0	0	0	2	0	0
OsMH_01G0360000	3	6	0	0	0	0	0	0
OsMH_01G0360600	13	8	0	3	9	3	14	11
OsMH_01G0360700	14	0	0	0	0	0	0	0
OsMH_01G0365800	0	0	0	0	0	0	0	0
OsMH_01G0365900	0	0	0	0	0	0	0	2
OsMH_01G0366000	0	0	88	157	73	64	34	29
OsMH_01G0366100	0	0	0	0	0	0	0	0
OsMH_01G0366200	0	0	1988	1859	1427	1405	1074	1289
OsMH_01G0366400	0	0	2921	3016	5139	4714	4229	4096
OsMH_01G0366500	0	0	53	82	196	163	119	170
OsMH_01G0366600	0	0	192	178	84	62	15	42
OsMH_01G0366700	0	0	7	5	2	0	0	2
OsMH_01G0366800	0	0	1503	1424	892	906	969	1023
OsMH_01G0366900	0	0	320	301	204	157	89	95
OsMH_01G0367100	0	0	1233	1028	1005	886	791	779
OsMH_01G0367200	0	0	80	66	28	15	51	20
OsMH_01G0367300	0	0	115	135	299	243	335	318
OsMH_01G0367400	0	0	2309	2265	2180	1958	1643	1674
OsMH_01G0367500	0	0	11	15	2	11	8	2
OsMH_01G0367700	0	0	7073	7550	1726	1297	1223	1150
OsMH_01G0367800	0	0	44	35	585	447	365	378
OsMH_01G0367900	2789	3731	306	231	249	190	206	215
OsMH_01G0368000	0	0	4	4	9	6	0	0
OsMH_01G0368300	0	0	1	3	0	0	0	0
OsMH_01G0368400	0	2	19	52	635	511	218	196
OsMH_01G0368500	0	0	14	2	82	59	54	75
OsMH_01G0368600	0	0	103	131	59	71	30	37
OsMH_01G0368700	0	0	303	330	413	337	607	663
OsMH_01G0368800	0	0	655	521	501	497	470	463
OsMH_01G0368900	0	0	31	10	5	6	4	9
OsMH_01G0369000	0	0	49	31	34	44	32	22
OsMH_01G0369100	0	0	1417	1438	1078	909	683	670
OsMH_01G0369200	0	0	280	353	32710	29810	80581	81407
OsMH_01G0369300	0	0	121	77	135	81	122	147
OsMH_01G0369400	0	0	8	0	0	0	50	23
OsMH_01G0369500	0	0	3	9	1	0	1	2
OsMH_01G0369600	0	0	3	0	0	0	0	0
OsMH_01G0369700	0	0	5	4	2	2	3	10
OsMH_01G0369800	0	0	2	2	30	22	19	29
OsMH_01G0369900	0	0	8	14	18	6	7	9
OsMH_01G0370000	0	0	134	186	197	191	133	111
OsMH_01G0370100	0	0	1755	1846	2419	2181	2318	2152
OsMH_01G0370200	0	0	406	537	1751	1516	554	477
OsMH_01G0370400	0	0	47	52	41	33	7	9
OsMH_01G0370500	0	0	95	126	79	89	51	48
OsMH_01G0370600	0	0	1490	1710	8040	7045	6369	6110
OsMH_01G0370700	0	0	9	2	35	18	25	25
OsMH_01G0370900	0	0	2	2	5	0	0	0
OsMH_01G0371600	0	0	0	10	21	47	16	15
OsMH_01G0371700	0	3	52	46	96	101	15	28
OsMH_01G0371800	0	0	2	4	6	7	4	7
OsMH_01G0371900	72	141	12	14	15	6	4	19
OsMH_01G0372100	188	293	14	25	212	214	306	277
OsMH_01G0372300	70	128	3	0	0	0	0	0
OsMH_01G0366300	9	9	1275	1426	1392	1250	899	964
OsMH_01G0367000	688	763	9	8	5	12	7	7
OsMH_01G0367600	7	4	849	879	642	561	495	530
OsMH_01G0368100	26	13	67	77	91	82	69	84
OsMH_01G0368200	275	310	9137	9259	8695	8300	7710	8262
OsMH_01G0370300	4	2	402	586	183	180	332	294
OsMH_01G0370800	1313	1471	100	155	705	582	676	638
OsMH_01G0371000	423	458	35	36	104	84	2164	2241
OsMH_01G0371100	1579	2623	18	12	106	69	70	60
OsMH_01G0371200	1044	1660	3464	3551	3559	3296	2872	2734
OsMH_01G0371300	138	151	912	822	590	565	543	610
OsMH_01G0371400	164	169	3	4	4	2	2	8
OsMH_01G0371500	2268	2074	4858	4932	2817	2378	2183	2322
OsMH_01G0372000	30	19	433	384	335	313	241	262
OsMH_01G0372200	72	68	930	839	1069	976	804	842
OsMH_01G0373000	2651	2966	49	64	109	99	117	165
OsMH_01G0373100	179	225	919	944	847	821	489	574
OsMH_01G0373200	8	6	156	205	2394	2044	3638	3966
OsMH_01G0373300	7	4	0	6	2	0	15	5
OsMH_01G0373500	132	228	291	306	129	126	86	79
OsMH_01G0373400	3232	5282	3083	2942	1118	1126	717	869
OsMH_01G0373800	52	44	1211	1153	1217	1074	733	902
OsMH_01G0374600	2	13	1712	1969	2176	2171	1401	1295
OsMH_01G0374800	76	84	1851	2051	3507	3137	3647	3678
OsMH_01G0373700	992	1817	586	564	23	22	71	76
OsMH_01G0374900	30	100	737	664	453	470	358	342
OsMH_01G0375100	58	74	969	1048	656	659	485	543
OsMH_01G0375200	44	54	2	0	0	0	0	1
OsMH_01G0375400	34	48	4	3	27	18	34	38
OsMH_01G0375600	8	9	835	859	1769	1584	2164	2254
OsMH_01G0375700	8	36	6	19	44	32	79	56
OsMH_01G0376000	166	212	0	0	0	0	3	7
OsMH_01G0375900	33	4	1216	1231	1037	758	751	766
OsMH_01G0376100	139	183	684	703	893	884	640	816
OsMH_01G0376200	89	137	40	35	14	17	5	5
OsMH_01G0376300	41	54	1235	1371	807	913	681	620
OsMH_01G0376400	22	34	1754	1969	749	577	690	648
OsMH_01G0376600	81	78	25	14	2	5	0	1
OsMH_01G0376900	1838	1649	4644	4304	2774	2709	2247	2474
OsMH_01G0377000	282	286	238	299	168	133	182	159
OsMH_01G0377300	79	92	16778	16098	136	113	52	79
OsMH_01G0377400	0	0	15211	13440	22	14	34	50
OsMH_01G0377600	696	1098	1668	1497	1425	1340	1317	1386
OsMH_01G0377700	5282	5792	2	10	5	4	4	3
OsMH_01G0381500	2044	2462	993	946	1682	1359	1372	1384
OsMH_01G0378200	109	143	81	69	260	321	273	277
OsMH_01G0378300	0	0	4371	4241	3933	3679	2569	2604
OsMH_01G0378400	0	0	967	1021	1183	1052	1113	1089
OsMH_01G0378500	0	0	858	900	515	452	322	269
OsMH_01G0378600	0	4	41	45	29	27	26	20
OsMH_01G0378700	0	0	14	8	18	9	13	7
OsMH_01G0378800	0	0	178	142	95	83	84	103
OsMH_01G0379100	0	0	2280	2264	1906	1787	1376	1635
OsMH_01G0379200	0	0	123	167	93	50	65	38
OsMH_01G0379300	0	0	5563	5433	3982	3993	3080	3015
OsMH_01G0379400	0	0	851	869	875	810	528	492
OsMH_01G0379500	0	0	482	434	296	269	199	207
OsMH_01G0379600	506	793	95	107	223	179	252	283
OsMH_01G0379800	0	0	65	77	83	58	60	50
OsMH_01G0380200	16	11	4702	4636	1410	1423	1005	1160
OsMH_01G0380300	0	0	0	0	0	0	0	3
OsMH_01G0380500	1028	1907	2023	2369	1392	1253	1167	1173
OsMH_01G0380700	0	0	0	0	0	0	0	0
OsMH_01G0380800	0	0	0	0	0	0	0	0
OsMH_01G0380900	0	0	0	0	0	0	0	0
OsMH_01G0381000	0	0	0	0	0	0	0	0
OsMH_01G0381200	0	0	0	0	5	3	0	2
OsMH_01G0378100	7497	8473	0	0	0	0	0	0
OsMH_01G0378900	124	87	0	0	0	0	0	0
OsMH_01G0379000	219	346	0	0	0	0	0	0
OsMH_01G0379700	644	576	0	0	0	0	0	0
OsMH_01G0379900	3589	4185	0	0	0	0	0	0
OsMH_01G0380000	108	154	2	3	29	49	20	21
OsMH_01G0380100	378	340	0	2	5	17	7	0
OsMH_01G0380400	1849	2388	1648	1837	881	787	783	686
OsMH_01G0380600	2	4	0	0	0	5	0	0
OsMH_01G0381100	555	575	0	0	0	0	0	0
OsMH_01G0381700	24	27	0	0	0	0	0	0
OsMH_01G0381800	67	28	0	0	0	0	0	0
OsMH_01G0381600	1457	1388	0	0	0	0	0	0
OsMH_01G0382100	41	22	2072	2041	1744	1459	1040	1061
OsMH_01G0382400	19	24	90	130	267	260	289	260
OsMH_01G0382200	5	17	170	183	281	238	375	385
OsMH_01G0382300	811	838	6368	6710	16150	14821	13704	13407
OsMH_01G0382600	22	8	278	285	650	418	641	657
OsMH_01G0382500	179	241	559	438	118	99	89	92
OsMH_01G0382700	267	379	3	2	0	0	0	5
OsMH_01G0382900	784	1041	19	38	5	12	13	28
OsMH_01G0383000	1723	2668	1049	1046	2349	2440	2120	2398
OsMH_01G0392800	0	0	146	152	748	653	861	711
OsMH_01G0383200	0	0	0	3	2	0	6	5
OsMH_01G0383900	0	4	0	3	2	2	2	2
OsMH_01G0384000	59	141	0	0	0	0	0	0
OsMH_01G0384200	0	0	37	51	12	15	46	41
OsMH_01G0384300	0	0	4310	4267	3330	2900	2640	2592
OsMH_01G0384400	0	0	36	60	19	28	25	21
OsMH_01G0384500	0	0	841	887	473	362	271	296
OsMH_01G0384600	0	0	49	44	128	119	98	106
OsMH_01G0384700	0	0	17	22	13	12	7	10
OsMH_01G0384800	0	2	0	0	0	0	0	0
OsMH_01G0384900	0	0	0	0	0	0	0	0
OsMH_01G0385000	0	2	367	359	617	510	490	518
OsMH_01G0385100	0	0	0	0	0	0	0	0
OsMH_01G0385200	0	0	0	0	0	0	0	0
OsMH_01G0385300	0	4	0	0	0	0	0	0
OsMH_01G0385400	145	279	0	0	0	0	0	0
OsMH_01G0385500	0	3	0	0	0	0	0	0
OsMH_01G0385800	0	2	0	0	0	0	0	0
OsMH_01G0386000	0	0	0	0	0	0	0	0
OsMH_01G0386100	0	0	109	157	274	304	348	381
OsMH_01G0386200	0	0	0	0	0	0	0	0
OsMH_01G0386300	0	0	0	0	0	0	0	0
OsMH_01G0386400	0	0	0	0	0	0	0	0
OsMH_01G0386500	0	0	0	0	0	0	0	0
OsMH_01G0386600	0	0	0	0	0	0	0	0
OsMH_01G0386700	0	0	0	0	0	0	0	0
OsMH_01G0386800	0	0	0	0	0	0	0	0
OsMH_01G0386900	0	0	7076	7067	7694	7072	5707	6266
OsMH_01G0387000	0	0	98	168	87	28	31	49
OsMH_01G0387100	0	0	2653	2749	4513	4327	3588	3483
OsMH_01G0387200	0	5	202	167	1	0	0	0
OsMH_01G0387400	0	0	90	120	438	349	401	380
OsMH_01G0387500	0	0	1225	1204	1399	1313	1239	1155
OsMH_01G0387600	22	88	7106	7709	3415	3121	5073	5431
OsMH_01G0387700	0	0	795	798	1130	984	1023	1035
OsMH_01G0387800	0	0	369	311	912	749	1014	971
OsMH_01G0387900	961	1706	6855	7030	4849	4293	4153	4037
OsMH_01G0388000	0	7	2057	2097	3351	2818	3340	3694
OsMH_01G0388200	0	0	5	0	0	0	0	0
OsMH_01G0388500	0	0	14	48	94	44	76	70
OsMH_01G0388600	0	0	1	0	4	1	3	2
OsMH_01G0388700	0	0	1453	1410	2371	3751	2098	3776
OsMH_01G0388800	0	0	2	3	0	0	0	0
OsMH_01G0388900	0	0	234	263	586	486	368	383
OsMH_01G0389000	0	0	316	380	840	725	746	740
OsMH_01G0389100	0	0	4846	4866	4779	4548	3504	3275
OsMH_01G0389200	0	0	15	20	0	0	4	0
OsMH_01G0389300	0	0	949	1027	292	290	232	202
OsMH_01G0389400	0	0	8	1	0	6	2	10
OsMH_01G0389500	0	0	10	22	14	14	0	0
OsMH_01G0389600	0	0	6	5	183	190	287	300
OsMH_01G0389800	0	0	2	3	44	63	80	44
OsMH_01G0390100	0	0	4007	3711	7443	6789	7893	7830
OsMH_01G0390200	0	0	19	13	26	10	44	27
OsMH_01G0390300	0	0	2171	2381	3228	3133	3121	2975
OsMH_01G0390500	0	0	0	0	0	0	0	0
OsMH_01G0390600	90	85	0	2	2	0	0	0
OsMH_01G0390800	0	0	8	6	0	0	4	9
OsMH_01G0391000	33	46	2162	1968	811	771	562	528
OsMH_01G0391100	0	0	1082	994	1544	1400	1422	1438
OsMH_01G0391200	0	0	387	373	486	408	967	1024
OsMH_01G0391300	0	0	30	52	375	304	463	539
OsMH_01G0391400	0	0	15	29	16	8	21	28
OsMH_01G0391500	0	0	109	140	290	221	521	520
OsMH_01G0391600	0	0	26	54	39	36	75	45
OsMH_01G0391700	0	0	0	0	0	0	0	0
OsMH_01G0391800	0	0	0	0	0	0	0	0
OsMH_01G0391900	7	0	187	169	309	251	328	319
OsMH_01G0392000	0	0	0	0	122	112	318	331
OsMH_01G0392100	0	0	0	0	0	0	0	0
OsMH_01G0392400	0	3	0	0	0	0	0	0
OsMH_01G0383100	7	7	0	0	0	0	0	0
OsMH_01G0383300	342	361	828	811	702	637	570	580
OsMH_01G0383400	19	20	0	6	0	0	2	2
OsMH_01G0383500	53	65	0	0	0	0	0	0
OsMH_01G0383600	1098	1281	3276	3157	3681	3876	3242	3630
OsMH_01G0383700	657	975	0	0	0	0	0	0
OsMH_01G0383800	1217	1305	0	0	0	0	0	0
OsMH_01G0384100	123	122	0	0	0	0	0	0
OsMH_01G0385600	296	584	1715	1592	1791	1824	1273	1253
OsMH_01G0385700	1728	2692	0	0	0	0	0	0
OsMH_01G0385900	61	47	0	0	5	0	7	11
OsMH_01G0387300	129	148	0	0	0	4	0	0
OsMH_01G0388100	294	340	0	0	0	4	0	0
OsMH_01G0388300	134	83	4	4	4	5	2	4
OsMH_01G0388400	422	412	0	0	0	0	0	0
OsMH_01G0389700	12	25	0	0	0	0	0	0
OsMH_01G0389900	19	22	0	0	0	0	0	0
OsMH_01G0390000	2	0	0	0	0	0	0	0
OsMH_01G0390400	1304	1271	0	0	0	0	0	0
OsMH_01G0390700	646	725	0	0	0	0	0	0
OsMH_01G0390900	52	72	0	0	0	0	0	0
OsMH_01G0392200	110	141	0	0	0	0	0	0
OsMH_01G0392300	87	44	0	0	0	0	0	0
OsMH_01G0415700	79	67	0	0	0	0	0	0
OsMH_01G0415800	846	878	345	293	344	343	198	262
OsMH_01G0415900	12	13	0	0	0	0	0	0
OsMH_01G0416000	10	12	0	0	0	0	0	2
OsMH_01G0393000	18	65	1276	1084	1306	1171	967	930
OsMH_01G0393200	0	0	0	0	0	0	0	0
OsMH_01G0393400	0	0	0	0	0	0	0	0
OsMH_01G0393500	0	0	0	0	0	0	0	0
OsMH_01G0393600	0	0	0	4	405	347	361	339
OsMH_01G0393700	0	0	0	0	0	2	1	0
OsMH_01G0393800	0	0	0	0	2	0	0	0
OsMH_01G0393900	311	334	0	0	0	0	0	0
OsMH_01G0394000	497	847	0	0	0	0	0	0
OsMH_01G0394200	0	0	0	0	0	0	0	0
OsMH_01G0394400	135	171	0	0	0	0	0	0
OsMH_01G0394500	7	29	0	0	0	0	0	0
OsMH_01G0394600	0	0	0	0	0	0	0	0
OsMH_01G0394700	0	0	0	0	0	0	0	0
OsMH_01G0394800	0	3	0	0	0	0	0	0
OsMH_01G0394900	0	0	20	11	13	19	20	10
OsMH_01G0395000	32	52	0	0	0	0	0	0
OsMH_01G0395200	59	91	0	0	0	0	0	0
OsMH_01G0395500	0	0	0	0	0	2	0	0
OsMH_01G0395600	0	0	0	0	0	0	0	0
OsMH_01G0395700	0	0	0	0	0	0	0	0
OsMH_01G0395800	0	0	0	0	0	0	0	0
OsMH_01G0395900	0	8	6	12	6	3	0	13
OsMH_01G0396000	0	0	499	560	485	445	369	416
OsMH_01G0396300	25	16	971	988	1497	1393	1209	1178
OsMH_01G0396400	0	2	0	0	0	0	0	0
OsMH_01G0396500	0	0	0	0	0	0	0	0
OsMH_01G0396600	0	0	0	0	3	4	0	0
OsMH_01G0396700	47	81	0	0	0	0	0	0
OsMH_01G0396800	0	0	1178	1109	2680	2568	2192	2327
OsMH_01G0396900	799	908	0	0	0	0	0	0
OsMH_01G0397000	0	0	0	0	0	0	0	0
OsMH_01G0397200	0	0	0	0	4	0	0	0
OsMH_01G0397400	0	0	0	2	4	0	0	0
OsMH_01G0397500	19	31	25	39	240	212	271	270
OsMH_01G0397700	0	0	0	0	6	2	4	0
OsMH_01G0397800	0	0	0	0	0	0	0	0
OsMH_01G0397900	0	0	0	0	0	0	0	0
OsMH_01G0398200	0	0	822	850	478	492	533	615
OsMH_01G0398300	0	0	0	0	0	0	0	0
OsMH_01G0398400	0	0	0	0	0	0	0	0
OsMH_01G0398500	0	0	179	168	217	167	148	155
OsMH_01G0398700	0	0	4	4	8	0	4	4
OsMH_01G0398900	0	7	71	58	14	3	3	11
OsMH_01G0399300	0	0	224	281	416	406	320	299
OsMH_01G0399600	0	15	15	7	6	13	12	14
OsMH_01G0399900	0	149	5446	5624	8433	7390	5974	6018
OsMH_01G0399800	189	202	1	3	0	2	0	0
OsMH_01G0400000	0	0	1619	1581	168	130	133	148
OsMH_01G0400400	0	0	198	206	130	164	143	148
OsMH_01G0400900	0	22	38	73	71	48	52	69
OsMH_01G0401000	0	0	4	0	0	0	0	0
OsMH_01G0401100	0	0	2	0	0	0	0	0
OsMH_01G0401200	0	0	61	49	53	53	39	38
OsMH_01G0401400	0	0	48	50	72	83	185	156
OsMH_01G0401500	0	0	9	13	21	9	4	20
OsMH_01G0401600	0	0	58	66	13	14	31	28
OsMH_01G0401700	0	0	113	136	236	215	82	99
OsMH_01G0401800	0	0	43	27	279	283	490	527
OsMH_01G0402100	0	8	34	24	15	5	9	11
OsMH_01G0402500	300	458	0	0	4	0	0	0
OsMH_01G0402700	2370	3392	6	0	0	0	0	0
OsMH_01G0402800	0	0	8	0	16	6	11	14
OsMH_01G0403100	0	0	76	47	29	20	23	23
OsMH_01G0403200	0	0	38	26	307	235	205	300
OsMH_01G0403300	0	2	2009	2087	2800	2495	2138	2059
OsMH_01G0403400	0	0	833	961	1342	1185	1163	1018
OsMH_01G0403500	115	181	109	172	357	349	339	370
OsMH_01G0403600	0	0	930	953	697	608	658	623
OsMH_01G0403700	0	0	726	775	718	578	690	670
OsMH_01G0403800	0	0	5	7	13	29	5	9
OsMH_01G0403900	0	0	266	264	80	83	116	91
OsMH_01G0404000	0	0	32500	31713	37260	32869	25088	28879
OsMH_01G0404100	9624	17184	11	7	6	12	11	9
OsMH_01G0404400	0	0	8	8	72	59	80	51
OsMH_01G0404500	0	0	26	15	0	0	0	0
OsMH_01G0404700	0	0	11301	11515	1625	1454	1057	1097
OsMH_01G0404900	316	483	725	788	0	0	4	0
OsMH_01G0405100	5	56	772	814	214	237	307	308
OsMH_01G0405200	0	0	10553	10411	21796	19680	16328	16970
OsMH_01G0405400	0	0	13	30	37	60	93	80
OsMH_01G0405500	0	0	386	494	295	243	237	250
OsMH_01G0405700	0	0	43	27	20	28	9	10
OsMH_01G0405800	0	0	94	93	186	150	241	225
OsMH_01G0405900	0	0	919	1028	1431	1526	1173	1265
OsMH_01G0406000	0	0	1431	1554	2096	1645	1221	1238
OsMH_01G0406100	0	0	1639	1820	2993	2517	2649	2887
OsMH_01G0406200	0	0	527	573	591	597	563	449
OsMH_01G0406300	0	0	229	286	219	258	259	252
