gene_id	DS_osbzip23_rep1	DS_osbzip23_rep2	DS_WT_rep1	DS_WT_rep2	N_WT_rep1	N_WT_rep2	RE_WT_rep1	RE_WT_rep2
OsMH_11G0401300	0	0	0	0	0	0	0	0
OsMH_11G0401600	0	0	0	0	0	0	0	0
OsMH_11G0401700	0	0	0	0	0	0	0	0
OsMH_11G0401800	0	0	0	0	0	0	0	0
OsMH_11G0401900	0	0	0	0	0	0	0	0
OsMH_11G0402000	0	0	0	0	0	2	0	0
OsMH_11G0402100	0	0	0	0	0	0	0	0
OsMH_11G0402200	0	0	0	0	0	0	0	0
OsMH_11G0402300	0	0	0	0	0	0	0	0
OsMH_11G0402400	0	0	0	0	0	0	0	0
OsMH_11G0402500	0	0	0	0	0	0	0	0
OsMH_11G0402600	0	0	0	0	0	0	0	0
OsMH_11G0402700	0	0	0	0	0	0	2	4
OsMH_11G0402800	0	0	0	0	0	0	0	0
OsMH_11G0403000	0	0	0	0	0	0	0	0
OsMH_11G0403100	0	0	0	0	0	0	0	0
OsMH_11G0403200	0	0	0	0	0	0	0	0
OsMH_11G0403300	0	0	0	0	0	0	0	0
OsMH_11G0403400	0	0	0	0	0	0	0	0
OsMH_11G0403500	0	0	0	0	0	0	0	0
OsMH_11G0403600	0	0	0	0	0	0	0	0
OsMH_11G0403700	0	0	0	0	0	0	0	0
OsMH_11G0403800	0	0	0	0	0	0	0	0
OsMH_11G0403900	0	0	0	0	0	0	0	0
OsMH_11G0404000	0	0	0	4	4	4	0	0
OsMH_11G0404200	0	0	0	0	0	0	0	0
OsMH_11G0404300	0	2	0	0	0	0	0	0
OsMH_11G0404400	0	0	0	0	0	0	0	0
OsMH_11G0404500	0	0	0	0	0	0	0	0
OsMH_11G0404600	0	0	0	0	0	0	0	0
OsMH_11G0404700	101	203	0	0	0	0	0	0
OsMH_11G0404800	0	0	0	0	0	0	0	0
OsMH_11G0404900	0	6	0	0	0	0	0	0
OsMH_11G0405000	205	281	0	0	0	0	0	0
OsMH_11G0405100	0	11	0	0	0	0	0	0
OsMH_11G0405200	0	3	0	0	0	0	0	0
OsMH_11G0405300	0	7	0	0	0	0	0	0
OsMH_11G0405400	0	0	0	0	5	0	0	0
OsMH_11G0405500	0	7	0	0	0	0	0	0
OsMH_11G0405600	0	0	0	0	0	0	0	0
OsMH_11G0405700	0	0	0	0	0	0	0	0
OsMH_11G0405800	0	0	0	0	0	0	0	0
OsMH_11G0405900	0	0	0	0	0	0	0	0
OsMH_11G0406000	0	0	0	0	0	0	0	0
OsMH_11G0406100	0	0	0	0	0	0	0	0
OsMH_11G0406200	0	0	0	0	0	0	0	0
OsMH_11G0406400	0	0	0	0	0	0	0	0
OsMH_11G0406500	0	0	0	0	0	0	0	0
OsMH_11G0406600	0	0	0	0	0	0	0	0
OsMH_11G0406700	0	0	0	0	0	0	0	0
OsMH_11G0406800	5	81	0	0	0	0	0	0
OsMH_11G0406900	0	1	0	0	0	0	0	0
OsMH_11G0397900	1	4	0	0	0	0	0	0
OsMH_11G0398400	12	1	0	0	0	0	0	0
OsMH_11G0398900	5	15	0	0	0	0	0	0
OsMH_11G0399000	2	3	0	0	0	0	0	0
OsMH_11G0399100	1	3	0	0	0	0	0	0
OsMH_11G0399300	67	83	0	0	0	4	4	7
OsMH_11G0399800	796	779	0	0	0	0	0	0
OsMH_11G0400400	51	50	0	0	0	0	0	0
OsMH_11G0401400	93	138	0	0	0	0	0	0
OsMH_11G0401500	4	0	0	0	0	5	0	0
OsMH_11G0402900	46	24	0	0	0	0	0	0
OsMH_11G0404100	2	6	0	0	0	0	0	0
OsMH_11G0406300	14	34	0	0	0	0	0	0
OsMH_11G0407400	11	9	0	0	0	0	0	0
OsMH_11G0390400	0	0	0	0	0	0	0	0
OsMH_11G0390500	0	7	0	0	0	0	0	0
OsMH_11G0390700	377	433	0	0	0	0	0	0
OsMH_11G0390800	0	8	0	0	0	0	0	0
OsMH_11G0390900	0	0	0	0	0	0	0	0
OsMH_11G0391000	0	0	0	0	0	0	0	0
OsMH_11G0391100	0	0	0	0	0	0	0	0
OsMH_11G0391300	94	162	0	0	0	7	0	0
OsMH_11G0391400	0	0	0	0	0	0	0	0
OsMH_11G0391500	0	0	0	0	0	0	0	0
OsMH_11G0391600	0	0	0	0	0	0	0	0
OsMH_11G0391700	0	0	0	0	0	0	0	0
OsMH_11G0391800	0	0	0	0	0	0	0	0
OsMH_11G0392000	0	0	0	0	0	0	2	0
OsMH_11G0392100	0	0	0	0	0	0	0	0
OsMH_11G0392200	0	0	0	0	0	0	0	0
OsMH_11G0392300	0	0	0	0	0	0	0	0
OsMH_11G0392400	0	0	0	0	0	0	0	0
OsMH_11G0392500	0	0	0	0	0	0	0	0
OsMH_11G0392700	102	157	0	0	9	9	0	0
OsMH_11G0392900	0	0	0	0	0	0	0	0
OsMH_11G0393100	186	198	0	0	0	0	0	0
OsMH_11G0393200	0	6	0	0	0	2	2	5
OsMH_11G0393300	488	566	0	0	0	0	0	0
OsMH_11G0393400	0	0	0	0	0	0	0	0
OsMH_11G0393500	0	2	0	0	0	0	0	0
OsMH_11G0393600	126	155	0	0	0	0	0	0
OsMH_11G0393700	0	0	0	0	0	0	0	0
OsMH_11G0394200	0	4	0	4	0	3	0	0
OsMH_11G0394800	41	111	0	0	0	0	0	0
OsMH_11G0394900	3715	5340	0	0	0	0	0	0
OsMH_11G0395000	0	0	0	0	0	0	0	0
OsMH_11G0395100	320	584	0	0	0	0	0	2
OsMH_11G0395200	0	0	0	0	0	2	0	0
OsMH_11G0395300	0	0	0	0	0	0	0	0
OsMH_11G0395400	0	0	0	0	0	0	0	0
OsMH_11G0395500	0	0	0	0	0	0	0	0
OsMH_11G0395600	0	0	0	0	0	0	0	0
OsMH_11G0395700	0	0	0	0	0	0	0	0
OsMH_11G0390600	21	15	0	0	0	0	0	0
OsMH_11G0391200	148	353	0	0	0	0	0	0
OsMH_11G0391900	354	404	0	0	0	0	0	0
OsMH_11G0392600	70	63	0	0	0	0	0	0
OsMH_11G0392800	10	0	0	0	0	0	2	0
OsMH_11G0393000	1905	2194	0	0	0	0	0	0
OsMH_11G0393800	195	300	0	0	0	0	0	0
OsMH_11G0393900	7	75	0	0	0	0	0	0
OsMH_11G0394000	46137	33671	0	0	0	0	0	0
OsMH_11G0394100	3	18	0	0	0	0	0	0
OsMH_11G0394300	2	10	0	0	0	0	0	0
OsMH_11G0394400	11	4	0	0	0	0	0	0
OsMH_11G0394500	36	52	0	0	0	0	0	0
OsMH_11G0394600	44	33	0	0	0	0	0	0
OsMH_11G0394700	447	597	0	0	0	0	0	0
OsMH_11G0412200	2	0	0	0	0	0	0	0
OsMH_11G0412300	0	0	0	0	0	0	0	0
OsMH_11G0408200	0	0	0	0	0	0	0	0
OsMH_11G0408300	0	0	0	0	0	0	0	0
OsMH_11G0408400	0	0	0	0	0	0	0	0
OsMH_11G0408500	0	0	0	0	3	2	2	5
OsMH_11G0408600	0	0	0	0	0	3	6	4
OsMH_11G0408700	0	0	0	0	0	0	1	0
OsMH_11G0408800	0	0	0	0	0	0	0	0
OsMH_11G0408900	0	0	0	0	0	0	0	0
OsMH_11G0409000	0	0	0	0	0	0	0	0
OsMH_11G0409100	16	14	0	0	0	0	0	0
OsMH_11G0409300	14	48	0	0	0	0	0	0
OsMH_11G0409400	0	0	0	0	0	0	0	0
OsMH_11G0409500	0	0	0	0	0	0	0	0
OsMH_11G0409800	0	0	0	0	0	0	0	0
OsMH_11G0410000	11	42	0	0	0	0	0	0
OsMH_11G0410100	0	0	0	0	0	0	0	0
OsMH_11G0410200	40	44	0	0	0	0	0	0
OsMH_11G0410300	0	0	0	0	0	0	0	0
OsMH_11G0410400	0	0	0	0	0	0	0	0
OsMH_11G0410500	0	0	0	0	0	0	0	0
OsMH_11G0410600	0	0	0	0	0	0	0	0
OsMH_11G0410700	0	0	0	0	0	0	0	0
OsMH_11G0410800	0	0	0	0	0	0	0	0
OsMH_11G0410900	0	0	0	0	0	0	0	0
OsMH_11G0411000	0	0	0	0	0	0	0	0
OsMH_11G0411100	0	0	0	0	0	0	0	0
OsMH_11G0411200	0	0	0	0	0	0	0	0
OsMH_11G0411300	0	0	0	0	0	0	0	0
OsMH_11G0411400	0	0	0	0	0	0	0	0
OsMH_11G0411500	0	0	0	0	0	0	0	0
OsMH_11G0411600	0	0	0	0	0	0	0	0
OsMH_11G0411700	0	0	0	0	0	0	0	0
OsMH_11G0411800	0	0	0	0	0	0	0	0
OsMH_11G0411900	0	0	0	0	0	0	0	0
OsMH_11G0412000	0	0	0	0	0	0	0	0
OsMH_11G0412100	0	0	0	0	0	0	0	0
OsMH_11G0407700	38	0	0	0	0	0	0	0
OsMH_11G0407800	3	6	0	0	0	0	0	0
OsMH_11G0407900	1601	1159	0	0	0	0	0	0
OsMH_11G0408000	33	58	0	0	0	0	0	0
OsMH_11G0408100	4213	4329	0	0	0	0	0	0
OsMH_11G0409200	204	321	0	0	0	0	0	0
OsMH_11G0409600	23	60	0	0	0	0	0	0
OsMH_11G0409700	35	40	0	0	0	0	0	0
OsMH_11G0409900	814	1159	0	0	0	0	0	0
OsMH_11G0433200	5	18	0	0	2	0	3	0
OsMH_11G0433900	5	16	0	0	0	0	0	0
OsMH_11G0435800	0	0	0	0	0	0	0	0
OsMH_11G0413800	0	0	0	0	0	0	0	0
OsMH_11G0413900	0	0	0	0	0	0	0	0
OsMH_11G0414000	0	0	0	0	0	0	0	0
OsMH_11G0414100	0	0	0	0	0	0	0	0
OsMH_11G0414200	0	0	0	0	0	0	0	0
OsMH_11G0414300	0	0	0	0	0	0	0	0
OsMH_11G0414400	0	0	0	0	0	0	0	0
OsMH_11G0414500	0	0	0	0	0	0	0	0
OsMH_11G0414600	0	0	0	0	0	0	0	0
OsMH_11G0414700	0	0	0	0	0	0	0	0
OsMH_11G0414800	0	0	0	0	0	0	0	0
OsMH_11G0414900	0	0	0	0	0	0	0	1
OsMH_11G0415000	0	0	0	0	0	0	0	0
OsMH_11G0415100	0	0	0	0	0	0	0	0
OsMH_11G0415200	0	0	0	0	0	0	0	0
OsMH_11G0415300	0	0	0	0	0	0	0	0
OsMH_11G0415400	0	0	0	2	2	0	5	0
OsMH_11G0415600	0	0	0	3	2	1	0	0
OsMH_11G0415700	0	0	0	0	0	0	0	0
OsMH_11G0415800	0	0	0	0	0	0	0	0
OsMH_11G0416000	0	0	0	0	0	0	0	0
OsMH_11G0416100	0	0	0	0	3	0	0	0
OsMH_11G0416200	0	2	0	0	0	0	0	0
OsMH_11G0416300	0	0	0	0	0	0	0	0
OsMH_11G0416400	0	0	0	0	0	0	0	0
OsMH_11G0416500	0	0	0	0	0	0	0	0
OsMH_11G0416600	0	0	0	0	0	0	0	0
OsMH_11G0416700	0	0	0	0	0	0	0	0
OsMH_11G0416800	0	0	0	0	0	0	0	0
OsMH_11G0417000	0	0	0	0	0	0	0	0
OsMH_11G0417100	0	10	0	0	0	0	0	0
OsMH_11G0417200	0	4	0	0	0	0	0	0
OsMH_11G0417300	0	0	0	0	0	0	0	0
OsMH_11G0417700	0	0	0	0	0	0	0	0
OsMH_11G0417800	0	0	0	0	0	0	0	0
OsMH_11G0417900	0	0	0	0	0	0	0	0
OsMH_11G0418000	0	0	0	0	0	0	0	0
OsMH_11G0418100	0	0	0	0	0	0	0	0
OsMH_11G0418200	0	0	0	0	0	0	0	0
OsMH_11G0418300	0	0	0	0	0	0	0	0
OsMH_11G0418400	0	0	0	0	0	0	0	0
OsMH_11G0418500	0	0	0	0	0	0	0	0
OsMH_11G0418600	0	0	0	0	0	0	0	0
OsMH_11G0418700	0	0	0	0	0	0	0	0
OsMH_11G0418800	0	0	0	5	2	0	0	2
OsMH_11G0418900	0	0	0	0	0	0	0	0
OsMH_11G0419000	0	0	0	0	0	0	0	0
OsMH_11G0419100	0	0	0	0	0	0	0	0
OsMH_11G0419300	0	0	0	0	0	0	0	0
OsMH_11G0419400	0	0	0	0	0	0	0	0
OsMH_11G0419500	0	0	0	0	0	0	0	0
OsMH_11G0419600	0	0	0	0	0	0	0	0
OsMH_11G0419700	0	0	0	0	0	0	0	0
OsMH_11G0419800	0	0	0	0	0	0	0	1
OsMH_11G0419900	0	0	0	0	0	0	0	0
OsMH_11G0420200	0	0	0	0	0	0	0	0
OsMH_11G0420300	0	5	0	7	2	0	1	0
OsMH_11G0420500	17	29	0	0	0	0	0	0
OsMH_11G0420600	0	0	0	0	0	0	0	0
OsMH_11G0420700	0	0	0	0	0	0	0	0
OsMH_11G0420800	0	0	0	0	0	0	0	0
OsMH_11G0420900	0	0	0	0	0	0	0	0
OsMH_11G0421000	0	0	0	0	0	0	0	0
OsMH_11G0421100	0	0	0	0	0	0	0	0
OsMH_11G0421200	0	0	0	0	0	0	0	0
OsMH_11G0421300	0	0	0	0	0	0	0	0
OsMH_11G0421400	3	2	0	0	0	0	0	0
OsMH_11G0421500	0	0	0	0	0	0	0	0
OsMH_11G0421700	0	0	0	0	0	0	0	0
OsMH_11G0421800	0	0	0	0	0	0	0	0
OsMH_11G0421900	0	0	0	0	0	0	0	0
OsMH_11G0422000	0	0	0	0	0	0	0	0
OsMH_11G0422100	0	0	0	0	0	0	0	0
OsMH_11G0422200	0	0	0	0	0	0	0	0
OsMH_11G0422300	0	0	0	0	0	0	0	0
OsMH_11G0422400	7	5	0	0	0	0	0	0
OsMH_11G0422500	0	0	0	0	0	0	0	0
OsMH_11G0422600	0	0	0	0	0	0	0	0
OsMH_11G0422700	0	0	0	0	0	0	0	0
OsMH_11G0422800	0	0	0	0	0	0	0	0
OsMH_11G0422900	0	0	0	0	0	0	0	0
OsMH_11G0423000	0	0	0	0	0	0	0	0
OsMH_11G0423100	0	0	0	0	0	0	0	0
OsMH_11G0423200	0	0	0	0	0	0	0	0
OsMH_11G0423300	0	0	0	0	7	2	6	0
OsMH_11G0423400	0	0	0	0	0	0	0	0
OsMH_11G0423500	0	0	0	0	0	0	0	0
OsMH_11G0423600	0	0	0	0	0	0	0	0
OsMH_11G0423700	0	0	0	0	0	0	0	0
OsMH_11G0423800	0	0	0	0	0	0	0	0
OsMH_11G0424000	0	0	0	0	0	0	0	0
OsMH_11G0424200	0	0	0	0	0	0	0	0
OsMH_11G0424300	0	0	0	0	0	0	0	0
OsMH_11G0424400	0	0	0	0	0	0	0	0
OsMH_11G0424500	0	0	0	0	0	0	0	0
OsMH_11G0424600	0	0	0	0	0	0	0	0
OsMH_11G0424700	0	0	0	0	0	0	0	0
OsMH_11G0424800	0	0	0	0	0	0	0	0
OsMH_11G0425000	71	87	0	0	0	0	0	0
OsMH_11G0425100	0	0	0	0	0	0	0	0
OsMH_11G0425200	0	0	0	0	0	0	0	0
OsMH_11G0425300	0	0	0	0	0	0	0	0
OsMH_11G0425400	0	0	0	0	0	0	0	0
OsMH_11G0425500	0	0	0	0	3	0	0	0
OsMH_11G0425600	0	3	0	0	0	0	0	0
OsMH_11G0425700	0	0	0	0	0	0	0	0
OsMH_11G0425800	0	0	0	0	0	0	0	0
OsMH_11G0426000	0	0	0	0	0	0	0	0
OsMH_11G0426100	0	0	0	0	0	0	0	0
OsMH_11G0426200	0	0	0	0	0	0	0	0
OsMH_11G0426300	0	0	0	0	0	0	0	0
OsMH_11G0426400	0	0	0	0	0	0	0	0
OsMH_11G0426500	0	0	0	0	0	0	0	0
OsMH_11G0426600	0	0	0	0	0	0	0	0
OsMH_11G0426700	0	0	0	0	0	0	0	0
OsMH_11G0426800	0	0	0	0	0	0	0	0
OsMH_11G0426900	0	0	0	0	0	0	0	0
OsMH_11G0427000	0	0	0	0	0	0	0	0
OsMH_11G0427100	0	0	0	0	0	0	0	0
OsMH_11G0427200	0	0	0	0	0	0	0	0
OsMH_11G0427300	0	0	0	0	0	0	0	0
OsMH_11G0415500	2	4	0	0	0	0	0	0
OsMH_11G0415900	4	3	0	0	0	0	0	0
OsMH_11G0416900	3	0	0	0	0	0	0	0
OsMH_11G0417400	7	6	0	0	5	0	0	0
OsMH_11G0417500	5	5	0	0	0	0	0	0
OsMH_11G0417600	10	4	0	0	0	0	0	0
OsMH_11G0419200	7	0	0	0	0	0	0	0
OsMH_11G0420000	4	10	0	0	0	0	0	0
OsMH_11G0420100	7	4	0	0	0	0	0	0
OsMH_11G0420400	1	0	0	0	0	0	0	0
OsMH_11G0421600	77	53	0	0	0	0	0	0
OsMH_11G0423900	3	4	0	0	0	0	0	0
OsMH_11G0424100	175	348	0	0	0	0	0	0
OsMH_11G0424900	1541	1593	0	0	0	0	0	0
OsMH_11G0425900	6	39	0	0	0	0	0	0
OsMH_12G0000400	0	0	0	0	0	0	0	0
OsMH_12G0000700	15	20	0	0	0	0	0	0
OsMH_12G0001000	129	197	0	0	0	0	0	0
OsMH_12G0001100	0	0	0	0	0	0	0	0
OsMH_12G0001600	0	0	0	0	0	0	0	0
OsMH_12G0001700	205	320	0	0	0	0	0	0
OsMH_12G0001800	122	125	0	0	0	0	0	0
OsMH_12G0001900	933	1369	0	0	0	0	0	0
OsMH_12G0002000	119	192	0	0	0	0	0	0
OsMH_12G0002300	223	280	0	0	0	0	0	0
OsMH_12G0002400	0	11	0	0	0	0	0	0
OsMH_12G0002200	23	16	0	0	0	0	0	0
OsMH_12G0002500	8	0	0	0	0	0	0	0
OsMH_12G0002600	176	153	0	0	0	0	0	0
OsMH_12G0002900	5	2	0	0	0	0	0	0
OsMH_12G0003000	57	76	0	0	0	0	0	0
OsMH_12G0003500	82	97	0	0	0	0	0	0
OsMH_12G0003600	1949	2814	0	0	0	0	0	0
OsMH_12G0003900	20	25	0	3	2	0	6	2
OsMH_12G0004100	44	77	0	0	0	0	0	0
OsMH_12G0004500	348	472	0	0	0	0	0	0
OsMH_12G0004600	239	218	0	0	0	0	0	0
OsMH_12G0004700	94	151	0	0	0	0	0	0
OsMH_12G0004800	505	433	0	1	4	3	0	0
OsMH_11G0435900	0	0	0	0	0	0	0	0
OsMH_11G0436100	0	0	0	0	0	0	0	0
OsMH_11G0436200	0	0	0	0	0	0	0	0
OsMH_11G0436300	0	0	0	0	0	0	0	0
OsMH_11G0436400	0	0	0	0	0	0	0	0
OsMH_11G0436600	0	21	0	0	0	0	0	0
OsMH_11G0436900	0	0	0	0	0	0	0	0
OsMH_11G0437000	0	0	0	0	0	0	0	0
OsMH_11G0437100	0	0	0	0	0	0	0	0
OsMH_11G0437500	0	0	0	0	0	0	0	0
OsMH_11G0437600	0	0	0	0	0	0	0	0
OsMH_11G0437800	0	0	0	0	4	12	7	12
OsMH_11G0437900	0	0	0	0	2	0	0	0
OsMH_11G0438000	0	0	0	0	0	0	0	0
OsMH_11G0438100	0	0	0	0	0	0	0	0
OsMH_11G0438300	0	0	0	0	0	0	0	0
OsMH_11G0438400	0	1	0	0	0	0	0	0
OsMH_11G0438500	0	0	0	0	0	0	0	0
OsMH_11G0438600	0	0	0	0	0	0	0	0
OsMH_11G0438700	0	0	0	0	0	0	0	0
OsMH_11G0438800	0	0	0	0	0	0	0	0
OsMH_11G0438900	0	0	0	0	0	0	0	0
OsMH_11G0439000	0	0	0	0	0	0	0	0
OsMH_11G0439100	0	0	0	0	0	0	0	0
OsMH_11G0439200	0	0	0	0	0	0	0	0
OsMH_11G0439500	0	0	0	0	0	0	0	0
OsMH_11G0439600	0	0	0	0	0	0	0	0
OsMH_11G0439700	0	0	0	0	0	0	0	0
OsMH_11G0439800	0	0	0	0	0	0	0	0
OsMH_11G0440000	67	48	0	0	0	0	0	0
OsMH_11G0440100	0	0	0	0	0	0	0	0
OsMH_11G0440400	0	0	0	0	0	0	0	0
OsMH_11G0440500	0	0	0	0	0	0	0	0
OsMH_11G0440600	0	0	0	0	0	0	0	0
OsMH_11G0440700	0	0	0	0	0	0	0	0
OsMH_11G0440800	0	0	0	0	0	0	0	0
OsMH_11G0440900	0	0	0	0	0	0	0	0
OsMH_11G0441000	0	0	0	0	0	0	0	0
OsMH_11G0441100	0	0	0	0	0	0	0	0
OsMH_11G0441200	0	0	0	0	0	0	0	0
OsMH_11G0441300	0	0	0	0	0	0	0	0
OsMH_11G0441400	0	0	0	0	22	19	19	31
OsMH_11G0441500	0	4	0	0	0	0	0	0
OsMH_11G0441600	0	0	0	0	0	0	0	0
OsMH_11G0441700	0	0	0	0	0	0	0	0
OsMH_11G0441800	0	0	0	0	0	0	0	0
OsMH_11G0441900	0	0	0	0	0	0	0	0
OsMH_11G0442000	0	0	0	0	11	11	10	10
OsMH_11G0442100	0	0	0	0	0	0	0	0
OsMH_11G0442200	0	0	0	0	0	0	0	0
OsMH_11G0442300	0	0	0	0	0	0	0	0
OsMH_11G0442400	0	0	0	0	0	3	0	0
OsMH_11G0442500	0	0	0	0	0	0	0	0
OsMH_11G0442600	0	0	0	1	0	0	0	0
OsMH_11G0442700	0	0	0	0	5	3	5	0
OsMH_11G0442900	0	0	0	0	0	0	0	0
OsMH_11G0443000	0	0	0	0	0	0	0	0
OsMH_11G0443100	0	0	0	0	0	0	0	0
OsMH_11G0443200	0	0	0	0	0	0	0	0
OsMH_11G0443400	0	0	0	0	0	0	0	0
OsMH_11G0443500	178	201	0	0	0	0	0	0
OsMH_11G0443600	0	0	0	0	0	0	0	0
OsMH_11G0443700	0	0	0	0	0	0	0	0
OsMH_11G0443800	0	2	0	0	0	0	0	0
OsMH_11G0443900	0	0	0	0	0	0	0	0
OsMH_11G0444000	0	0	0	0	0	0	0	0
OsMH_11G0444100	0	0	0	0	0	0	0	0
OsMH_11G0444200	0	0	0	0	0	0	0	0
OsMH_11G0444400	0	0	0	0	0	0	0	0
OsMH_11G0444500	0	0	0	0	0	0	0	0
OsMH_11G0444600	0	0	0	0	0	0	0	0
OsMH_11G0444700	0	0	0	0	0	0	0	0
OsMH_11G0444800	0	0	0	0	0	0	0	0
OsMH_11G0444900	2	0	0	0	0	0	0	0
OsMH_11G0445000	58	166	0	0	0	0	0	0
OsMH_11G0445100	277	343	0	0	0	0	0	0
OsMH_11G0445200	0	0	0	0	0	0	0	0
OsMH_11G0445300	0	0	0	0	0	0	0	0
OsMH_11G0445400	0	0	0	0	0	0	0	0
OsMH_11G0445500	0	0	0	0	0	0	0	0
OsMH_11G0445600	0	0	0	0	0	0	0	0
OsMH_11G0445700	0	0	0	4	0	0	0	2
OsMH_11G0445800	0	0	0	0	11	2	0	4
OsMH_11G0445900	0	0	0	0	654	684	1407	1459
OsMH_11G0446000	0	0	0	0	0	0	0	0
OsMH_11G0446100	0	0	0	0	0	0	0	0
OsMH_11G0446200	0	0	0	0	0	0	0	0
OsMH_11G0446300	0	0	0	0	0	0	0	0
OsMH_11G0446400	0	0	0	0	0	0	0	0
OsMH_11G0446600	0	0	0	0	0	0	0	0
OsMH_11G0446700	0	0	0	0	2	8	0	9
OsMH_11G0446800	0	0	0	0	0	0	0	0
OsMH_11G0446900	0	0	0	0	0	0	0	0
OsMH_11G0447000	0	0	0	0	0	0	0	0
OsMH_11G0447100	0	0	0	0	0	0	0	0
OsMH_11G0447200	0	0	0	0	0	0	0	0
OsMH_11G0447300	0	0	0	0	0	0	0	0
OsMH_11G0447400	0	0	0	0	0	0	0	0
OsMH_11G0447500	0	0	0	0	0	0	0	0
OsMH_11G0447600	0	0	0	0	0	0	0	0
OsMH_11G0447700	0	0	0	0	0	0	0	0
OsMH_11G0447800	0	0	0	0	0	0	0	0
OsMH_11G0447900	0	0	0	0	0	0	0	0
OsMH_11G0448000	14	21	0	0	0	0	0	0
OsMH_11G0448100	0	0	0	0	0	0	0	0
OsMH_11G0448200	0	0	0	0	0	0	0	0
OsMH_11G0448300	0	0	0	0	0	0	0	0
OsMH_11G0448400	0	0	0	0	0	0	0	0
OsMH_11G0448500	0	0	0	0	0	0	0	0
OsMH_11G0448900	0	0	0	0	0	0	0	0
OsMH_11G0449000	0	0	0	0	0	0	0	0
OsMH_11G0449100	0	0	0	0	1	0	0	0
OsMH_11G0449200	0	0	0	0	0	0	0	0
OsMH_11G0449600	0	4	0	0	0	0	0	0
OsMH_11G0449700	0	2	0	0	0	0	0	0
OsMH_11G0449900	0	0	0	0	0	0	0	0
OsMH_11G0450300	16	73	0	0	0	0	0	0
OsMH_11G0450900	0	0	0	0	0	0	0	0
OsMH_11G0451000	0	7	0	0	0	0	0	0
OsMH_11G0451200	0	0	0	0	0	0	0	0
OsMH_11G0451300	0	0	0	0	0	0	0	0
OsMH_11G0451500	0	0	0	0	0	0	0	0
OsMH_11G0451700	0	0	0	0	0	0	0	0
OsMH_11G0452100	2465	3331	0	0	3	4	6	2
OsMH_11G0452200	713	1222	0	0	0	0	0	0
OsMH_11G0452400	0	1	0	0	1	0	1	2
OsMH_11G0452600	0	0	0	0	0	7	2	6
OsMH_11G0452700	0	0	0	0	0	2	0	0
OsMH_11G0452800	0	0	0	18	0	6	0	0
OsMH_11G0452900	0	0	0	4	0	2	8	10
OsMH_11G0453200	0	0	0	0	0	0	0	0
OsMH_11G0453500	0	0	0	0	0	0	0	0
OsMH_11G0453700	0	0	0	0	0	0	0	2
OsMH_11G0453800	0	0	0	0	0	0	0	0
OsMH_11G0453900	0	0	0	0	0	0	0	0
OsMH_11G0454000	0	0	0	0	0	0	0	0
OsMH_11G0454100	0	0	0	0	0	0	0	0
OsMH_11G0454200	0	8	0	0	2	0	0	0
OsMH_11G0454300	0	0	0	1	0	0	0	0
OsMH_11G0454400	0	2	0	0	0	0	0	0
OsMH_11G0454500	0	0	0	0	0	0	0	0
OsMH_11G0454600	0	0	0	0	0	0	0	0
OsMH_11G0454700	512	661	0	0	0	0	0	0
OsMH_11G0455100	42	129	0	0	0	0	0	0
OsMH_11G0455200	0	0	0	0	0	0	0	0
OsMH_11G0455500	154	445	0	0	0	0	0	0
OsMH_11G0436000	65	49	0	0	0	0	0	0
OsMH_11G0436500	1003	1485	0	0	0	0	0	0
OsMH_11G0436700	6	3	0	0	0	0	0	0
OsMH_11G0436800	28	51	0	10	2	0	0	0
OsMH_11G0437200	669	949	0	3	0	0	0	0
OsMH_11G0437300	43	36	0	0	0	0	0	0
OsMH_11G0437400	3136	4113	0	0	0	0	0	0
OsMH_11G0437700	21	18	0	0	0	0	0	0
OsMH_11G0438200	102	85	0	0	0	0	0	0
OsMH_11G0439300	49	27	0	0	0	0	0	0
OsMH_11G0439400	126	152	0	0	0	0	0	0
OsMH_11G0439900	2	0	0	0	0	0	0	0
OsMH_11G0440200	28	67	0	0	0	0	0	0
OsMH_11G0440300	4	60	0	0	0	0	0	0
OsMH_11G0442800	11	6	0	0	0	0	0	0
OsMH_11G0443300	2	2	0	0	0	0	0	0
OsMH_11G0444300	177	288	0	0	0	0	0	0
OsMH_11G0446500	5	0	0	0	0	0	0	0
OsMH_11G0448600	474	592	0	0	0	0	0	0
OsMH_11G0448700	7	13	0	0	0	0	0	0
OsMH_11G0448800	6	0	0	0	0	0	0	0
OsMH_11G0449300	1	0	0	0	0	0	0	0
OsMH_11G0449400	175	113	0	0	0	0	0	0
OsMH_11G0449500	960	861	0	0	0	0	0	0
OsMH_11G0449800	4	0	0	0	0	0	0	0
OsMH_11G0450000	14	13	0	0	2	2	3	0
OsMH_11G0450100	5	2	0	0	2	0	0	8
OsMH_11G0450200	26	33	0	0	1	0	2	7
OsMH_11G0450400	10	7	0	0	0	1	2	3
OsMH_11G0450500	58	137	0	0	0	0	0	0
OsMH_11G0450600	31	17	0	0	0	0	0	0
OsMH_11G0450700	26	22	0	0	0	0	0	0
OsMH_11G0450800	505	709	0	0	0	0	0	0
OsMH_11G0451100	15	31	0	0	0	0	0	0
OsMH_11G0451400	139844	98564	0	0	0	0	0	2
OsMH_11G0451600	31	26	0	0	0	0	0	0
OsMH_11G0451800	46	46	0	0	0	0	0	0
OsMH_11G0451900	7337	5982	0	0	0	0	0	0
